id,linguagem,dificuldade,pergunta,alternativa_a,alternativa_b,alternativa_c,alternativa_d,resposta_correta,palavra_chave,explicacao
PYQ347,Python,Dificil,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,while,A palavra-chave while é usada frequentemente em Python.
PYQ348,Python,Media,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,while,A palavra-chave while é usada frequentemente em Python.
PYQ349,Python,Simples,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,if,A palavra-chave if é usada frequentemente em Python.
PYQ350,Python,Dificil,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ351,Python,Dificil,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,print,A palavra-chave print é usada frequentemente em Python.
PYQ352,Python,Dificil,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,print,A palavra-chave print é usada frequentemente em Python.
PYQ353,Python,Hard,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ354,Python,Media,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ355,Python,Media,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ356,Python,Dificil,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ357,Python,Simples,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ358,Python,Dificil,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ359,Python,Simples,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ360,Python,Media,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ361,Python,Dificil,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ362,Python,Media,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,if,A palavra-chave if é usada frequentemente em Python.
PYQ363,Python,Dificil,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ364,Python,Media,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,for,A palavra-chave for é usada frequentemente em Python.
PYQ365,Python,Dificil,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ366,Python,Simples,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,while,A palavra-chave while é usada frequentemente em Python.
PYQ367,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ368,Python,Hard,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ369,Python,Simples,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ370,Python,Simples,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,for,A palavra-chave for é usada frequentemente em Python.
PYQ371,Python,Hard,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,for,A palavra-chave for é usada frequentemente em Python.
PYQ372,Python,Hard,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ373,Python,Simples,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ374,Python,Hard,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ375,Python,Media,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ376,Python,Hard,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ377,Python,Hard,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,print,A palavra-chave print é usada frequentemente em Python.
PYQ378,Python,Simples,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ379,Python,Hard,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,print,A palavra-chave print é usada frequentemente em Python.
PYQ380,Python,Media,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ381,Python,Hard,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,while,A palavra-chave while é usada frequentemente em Python.
PYQ382,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ383,Python,Hard,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ384,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ385,Python,Dificil,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ386,Python,Media,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,while,A palavra-chave while é usada frequentemente em Python.
PYQ387,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ388,Python,Simples,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ389,Python,Dificil,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,print,A palavra-chave print é usada frequentemente em Python.
PYQ390,Python,Dificil,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,if,A palavra-chave if é usada frequentemente em Python.
PYQ391,Python,Hard,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,print,A palavra-chave print é usada frequentemente em Python.
PYQ392,Python,Simples,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ393,Python,Media,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,if,A palavra-chave if é usada frequentemente em Python.
PYQ394,Python,Simples,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ395,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ396,Python,Dificil,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ397,Python,Simples,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,for,A palavra-chave for é usada frequentemente em Python.
PYQ398,Python,Media,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ399,Python,Media,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,print,A palavra-chave print é usada frequentemente em Python.
PYQ400,Python,Media,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ401,Python,Media,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ402,Python,Simples,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,if,A palavra-chave if é usada frequentemente em Python.
PYQ403,Python,Simples,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,if,A palavra-chave if é usada frequentemente em Python.
PYQ404,Python,Simples,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ405,Python,Hard,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,while,A palavra-chave while é usada frequentemente em Python.
PYQ406,Python,Simples,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,while,A palavra-chave while é usada frequentemente em Python.
PYQ407,Python,Simples,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ408,Python,Hard,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ409,Python,Simples,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,while,A palavra-chave while é usada frequentemente em Python.
PYQ410,Python,Hard,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ411,Python,Hard,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ412,Python,Simples,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ413,Python,Media,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,print,A palavra-chave print é usada frequentemente em Python.
PYQ414,Python,Dificil,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ415,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ416,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ417,Python,Simples,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ418,Python,Media,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,while,A palavra-chave while é usada frequentemente em Python.
PYQ419,Python,Media,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,while,A palavra-chave while é usada frequentemente em Python.
PYQ420,Python,Hard,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,while,A palavra-chave while é usada frequentemente em Python.
PYQ421,Python,Simples,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,for,A palavra-chave for é usada frequentemente em Python.
PYQ422,Python,Dificil,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ423,Python,Dificil,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,if,A palavra-chave if é usada frequentemente em Python.
PYQ424,Python,Simples,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,print,A palavra-chave print é usada frequentemente em Python.
PYQ425,Python,Simples,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,while,A palavra-chave while é usada frequentemente em Python.
PYQ426,Python,Dificil,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ427,Python,Simples,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ428,Python,Simples,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,while,A palavra-chave while é usada frequentemente em Python.
PYQ429,Python,Hard,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ430,Python,Dificil,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ431,Python,Dificil,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,print,A palavra-chave print é usada frequentemente em Python.
PYQ432,Python,Media,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ433,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ434,Python,Dificil,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ435,Python,Simples,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ436,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ437,Python,Simples,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ438,Python,Simples,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,if,A palavra-chave if é usada frequentemente em Python.
PYQ439,Python,Dificil,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,for,A palavra-chave for é usada frequentemente em Python.
PYQ440,Python,Simples,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,if,A palavra-chave if é usada frequentemente em Python.
PYQ441,Python,Hard,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,print,A palavra-chave print é usada frequentemente em Python.
PYQ442,Python,Simples,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,print,A palavra-chave print é usada frequentemente em Python.
PYQ443,Python,Hard,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,while,A palavra-chave while é usada frequentemente em Python.
PYQ444,Python,Dificil,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,if,A palavra-chave if é usada frequentemente em Python.
PYQ445,Python,Dificil,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ446,Python,Simples,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,print,A palavra-chave print é usada frequentemente em Python.
PYQ447,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ448,Python,Simples,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,for,A palavra-chave for é usada frequentemente em Python.
PYQ449,Python,Hard,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,while,A palavra-chave while é usada frequentemente em Python.
PYQ450,Python,Hard,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,for,A palavra-chave for é usada frequentemente em Python.
PYQ451,Python,Simples,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,for,A palavra-chave for é usada frequentemente em Python.
PYQ452,Python,Simples,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,for,A palavra-chave for é usada frequentemente em Python.
PYQ453,Python,Dificil,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,print,A palavra-chave print é usada frequentemente em Python.
PYQ454,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ455,Python,Simples,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,if,A palavra-chave if é usada frequentemente em Python.
PYQ456,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ457,Python,Dificil,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,for,A palavra-chave for é usada frequentemente em Python.
PYQ458,Python,Simples,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,print,A palavra-chave print é usada frequentemente em Python.
PYQ459,Python,Hard,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,if,A palavra-chave if é usada frequentemente em Python.
PYQ460,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ461,Python,Dificil,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,print,A palavra-chave print é usada frequentemente em Python.
PYQ462,Python,Simples,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,while,A palavra-chave while é usada frequentemente em Python.
PYQ463,Python,Hard,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ464,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ465,Python,Hard,O que a palavra-chave 'for' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,for,A palavra-chave for é usada frequentemente em Python.
PYQ466,Python,Hard,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ467,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ468,Python,Dificil,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,print,A palavra-chave print é usada frequentemente em Python.
PYQ469,Python,Simples,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,if,A palavra-chave if é usada frequentemente em Python.
PYQ470,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ471,Python,Hard,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ472,Python,Dificil,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,if,A palavra-chave if é usada frequentemente em Python.
PYQ473,Python,Media,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,print,A palavra-chave print é usada frequentemente em Python.
PYQ474,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ475,Python,Dificil,O que a palavra-chave 'funcao' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,funcao,A palavra-chave funcao é usada frequentemente em Python.
PYQ476,Python,Media,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,print,A palavra-chave print é usada frequentemente em Python.
PYQ477,Python,Dificil,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,if,A palavra-chave if é usada frequentemente em Python.
PYQ478,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ479,Python,Media,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ480,Python,Hard,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ481,Python,Dificil,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ482,Python,Media,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,while,A palavra-chave while é usada frequentemente em Python.
PYQ483,Python,Hard,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,while,A palavra-chave while é usada frequentemente em Python.
PYQ484,Python,Dificil,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ485,Python,Dificil,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ486,Python,Dificil,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,while,A palavra-chave while é usada frequentemente em Python.
PYQ487,Python,Simples,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,print,A palavra-chave print é usada frequentemente em Python.
PYQ488,Python,Dificil,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,print,A palavra-chave print é usada frequentemente em Python.
PYQ489,Python,Hard,O que a palavra-chave 'while' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Executa repetição,while,A palavra-chave while é usada frequentemente em Python.
PYQ490,Python,Hard,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ491,Python,Dificil,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ492,Python,Media,O que a palavra-chave 'print' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,print,A palavra-chave print é usada frequentemente em Python.
PYQ493,Python,Simples,O que a palavra-chave 'dicionario' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Armazena dados,dicionario,A palavra-chave dicionario é usada frequentemente em Python.
PYQ494,Python,Simples,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,lista,A palavra-chave lista é usada frequentemente em Python.
PYQ495,Python,Simples,O que a palavra-chave 'if' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Define comportamento,if,A palavra-chave if é usada frequentemente em Python.
PYQ496,Python,Hard,O que a palavra-chave 'lista' faz em Python?,Executa repetição,Cria condição,Armazena dados,Define comportamento,Cria condição,lista,A palavra-chave lista é usada frequentemente em Python.
