id,linguagem,dificuldade,titulo,descricao,objetivo,palavra_chave,xp_recompensa,tempo_limite_segundos,dica
PYDME854,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,358,30,Pesquise como utilizar lista corretamente.
PYDME855,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,108,30,Pesquise como utilizar for corretamente.
PYDME856,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,443,120,Pesquise como utilizar for corretamente.
PYDME857,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,113,60,Pesquise como utilizar for corretamente.
PYDME858,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,158,30,Pesquise como utilizar lista corretamente.
PYDME859,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,75,120,Pesquise como utilizar if corretamente.
PYDME860,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,480,30,Pesquise como utilizar for corretamente.
PYDME861,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,414,120,Pesquise como utilizar dicionario corretamente.
PYDME862,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,386,120,Pesquise como utilizar lista corretamente.
PYDME863,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,256,30,Pesquise como utilizar print corretamente.
PYDME864,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,499,300,Pesquise como utilizar for corretamente.
PYDME865,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,386,120,Pesquise como utilizar print corretamente.
PYDME866,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,429,30,Pesquise como utilizar for corretamente.
PYDME867,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,85,30,Pesquise como utilizar if corretamente.
PYDME868,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,52,30,Pesquise como utilizar lista corretamente.
PYDME869,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,71,300,Pesquise como utilizar while corretamente.
PYDME870,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,234,300,Pesquise como utilizar dicionario corretamente.
PYDME871,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,104,120,Pesquise como utilizar lista corretamente.
PYDME872,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,352,60,Pesquise como utilizar if corretamente.
PYDME873,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,221,60,Pesquise como utilizar print corretamente.
PYDME874,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,382,30,Pesquise como utilizar if corretamente.
PYDME875,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,465,30,Pesquise como utilizar funcao corretamente.
PYDME876,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,161,60,Pesquise como utilizar while corretamente.
PYDME877,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,427,60,Pesquise como utilizar if corretamente.
PYDME878,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,52,120,Pesquise como utilizar while corretamente.
PYDME879,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,456,60,Pesquise como utilizar lista corretamente.
PYDME880,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,330,60,Pesquise como utilizar while corretamente.
PYDME881,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,270,60,Pesquise como utilizar print corretamente.
PYDME882,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,391,300,Pesquise como utilizar lista corretamente.
PYDME883,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,472,120,Pesquise como utilizar if corretamente.
PYDME884,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,119,300,Pesquise como utilizar for corretamente.
PYDME885,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,260,120,Pesquise como utilizar lista corretamente.
PYDME886,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,177,30,Pesquise como utilizar for corretamente.
PYDME887,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,265,120,Pesquise como utilizar funcao corretamente.
PYDME888,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,359,300,Pesquise como utilizar funcao corretamente.
PYDME889,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,108,300,Pesquise como utilizar print corretamente.
PYDME890,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,147,120,Pesquise como utilizar lista corretamente.
PYDME891,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,115,60,Pesquise como utilizar funcao corretamente.
PYDME892,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,378,30,Pesquise como utilizar dicionario corretamente.
PYDME893,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,177,60,Pesquise como utilizar funcao corretamente.
PYDME894,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,70,60,Pesquise como utilizar funcao corretamente.
PYDME895,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,431,30,Pesquise como utilizar if corretamente.
PYDME896,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,86,300,Pesquise como utilizar funcao corretamente.
PYDME897,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,161,120,Pesquise como utilizar if corretamente.
PYDME898,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,344,30,Pesquise como utilizar print corretamente.
PYDME899,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,157,30,Pesquise como utilizar funcao corretamente.
PYDME900,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,406,30,Pesquise como utilizar dicionario corretamente.
PYDME901,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,104,120,Pesquise como utilizar while corretamente.
PYDME902,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,278,60,Pesquise como utilizar if corretamente.
PYDME903,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,420,30,Pesquise como utilizar if corretamente.
PYDME904,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,238,120,Pesquise como utilizar dicionario corretamente.
PYDME905,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,243,120,Pesquise como utilizar while corretamente.
PYDME906,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,389,60,Pesquise como utilizar while corretamente.
PYDME907,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,375,60,Pesquise como utilizar dicionario corretamente.
PYDME908,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,249,120,Pesquise como utilizar if corretamente.
PYDME909,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,495,60,Pesquise como utilizar if corretamente.
PYDME910,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,300,120,Pesquise como utilizar while corretamente.
PYDME911,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,75,120,Pesquise como utilizar while corretamente.
PYDME912,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,271,300,Pesquise como utilizar print corretamente.
PYDME913,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,81,30,Pesquise como utilizar if corretamente.
PYDME914,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,284,120,Pesquise como utilizar funcao corretamente.
PYDME915,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,261,30,Pesquise como utilizar if corretamente.
PYDME916,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,122,120,Pesquise como utilizar for corretamente.
PYDME917,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,140,300,Pesquise como utilizar for corretamente.
PYDME918,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,57,300,Pesquise como utilizar dicionario corretamente.
PYDME919,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,440,30,Pesquise como utilizar dicionario corretamente.
PYDME920,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,282,120,Pesquise como utilizar lista corretamente.
PYDME921,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,379,60,Pesquise como utilizar for corretamente.
PYDME922,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,152,120,Pesquise como utilizar while corretamente.
PYDME923,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,294,300,Pesquise como utilizar dicionario corretamente.
PYDME924,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,132,300,Pesquise como utilizar for corretamente.
PYDME925,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,274,60,Pesquise como utilizar if corretamente.
PYDME926,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,449,60,Pesquise como utilizar print corretamente.
PYDME927,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,298,300,Pesquise como utilizar funcao corretamente.
PYDME928,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,332,60,Pesquise como utilizar if corretamente.
PYDME929,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,187,120,Pesquise como utilizar print corretamente.
PYDME930,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,180,30,Pesquise como utilizar lista corretamente.
PYDME931,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,491,120,Pesquise como utilizar for corretamente.
PYDME932,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,256,30,Pesquise como utilizar funcao corretamente.
PYDME933,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,340,30,Pesquise como utilizar print corretamente.
PYDME934,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,194,120,Pesquise como utilizar if corretamente.
PYDME935,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,175,60,Pesquise como utilizar dicionario corretamente.
PYDME936,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,304,30,Pesquise como utilizar funcao corretamente.
PYDME937,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,60,120,Pesquise como utilizar if corretamente.
PYDME938,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,403,300,Pesquise como utilizar dicionario corretamente.
PYDME939,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,224,30,Pesquise como utilizar lista corretamente.
PYDME940,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,149,60,Pesquise como utilizar while corretamente.
PYDME941,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,425,120,Pesquise como utilizar print corretamente.
PYDME942,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,441,300,Pesquise como utilizar funcao corretamente.
PYDME943,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,406,120,Pesquise como utilizar for corretamente.
PYDME944,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,152,300,Pesquise como utilizar lista corretamente.
PYDME945,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,481,120,Pesquise como utilizar funcao corretamente.
PYDME946,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,244,300,Pesquise como utilizar print corretamente.
PYDME947,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,150,60,Pesquise como utilizar lista corretamente.
PYDME948,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,73,120,Pesquise como utilizar for corretamente.
PYDME949,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,291,60,Pesquise como utilizar for corretamente.
PYDME950,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,220,300,Pesquise como utilizar lista corretamente.
PYDME951,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,270,30,Pesquise como utilizar if corretamente.
PYDME952,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,89,30,Pesquise como utilizar funcao corretamente.
PYDME953,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,120,60,Pesquise como utilizar lista corretamente.
PYDME954,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,493,30,Pesquise como utilizar while corretamente.
PYDME955,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,289,300,Pesquise como utilizar if corretamente.
PYDME956,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,428,30,Pesquise como utilizar lista corretamente.
PYDME957,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,398,300,Pesquise como utilizar print corretamente.
PYDME958,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,119,60,Pesquise como utilizar funcao corretamente.
PYDME959,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,159,60,Pesquise como utilizar funcao corretamente.
PYDME960,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,99,30,Pesquise como utilizar for corretamente.
PYDME961,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,55,300,Pesquise como utilizar for corretamente.
PYDME962,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,193,300,Pesquise como utilizar print corretamente.
PYDME963,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,97,120,Pesquise como utilizar if corretamente.
PYDME964,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,363,30,Pesquise como utilizar if corretamente.
PYDME965,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,462,120,Pesquise como utilizar print corretamente.
PYDME966,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,356,60,Pesquise como utilizar dicionario corretamente.
PYDME967,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,293,120,Pesquise como utilizar print corretamente.
PYDME968,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,135,30,Pesquise como utilizar lista corretamente.
PYDME969,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,300,60,Pesquise como utilizar dicionario corretamente.
PYDME970,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,260,120,Pesquise como utilizar dicionario corretamente.
PYDME971,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,95,60,Pesquise como utilizar print corretamente.
PYDME972,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,192,30,Pesquise como utilizar lista corretamente.
PYDME973,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,406,120,Pesquise como utilizar while corretamente.
PYDME974,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,435,300,Pesquise como utilizar for corretamente.
PYDME975,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,406,60,Pesquise como utilizar lista corretamente.
PYDME976,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,428,30,Pesquise como utilizar print corretamente.
PYDME977,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,342,30,Pesquise como utilizar funcao corretamente.
PYDME978,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,190,60,Pesquise como utilizar funcao corretamente.
PYDME979,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,471,60,Pesquise como utilizar if corretamente.
PYDME980,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,427,30,Pesquise como utilizar if corretamente.
PYDME981,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,141,60,Pesquise como utilizar funcao corretamente.
PYDME982,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,157,60,Pesquise como utilizar dicionario corretamente.
PYDME983,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,201,300,Pesquise como utilizar if corretamente.
PYDME984,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,388,300,Pesquise como utilizar print corretamente.
PYDME985,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,366,60,Pesquise como utilizar if corretamente.
PYDME986,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,110,60,Pesquise como utilizar print corretamente.
PYDME987,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,371,120,Pesquise como utilizar for corretamente.
PYDME988,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,401,300,Pesquise como utilizar dicionario corretamente.
PYDME989,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,402,30,Pesquise como utilizar if corretamente.
PYDME990,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,131,300,Pesquise como utilizar dicionario corretamente.
PYDME991,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,53,60,Pesquise como utilizar while corretamente.
PYDME992,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,67,60,Pesquise como utilizar for corretamente.
PYDME993,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,481,300,Pesquise como utilizar funcao corretamente.
PYDME994,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,93,60,Pesquise como utilizar print corretamente.
PYDME995,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,87,60,Pesquise como utilizar if corretamente.
PYDME996,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,105,300,Pesquise como utilizar while corretamente.
PYDME997,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,408,60,Pesquise como utilizar if corretamente.
PYDME998,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,415,120,Pesquise como utilizar for corretamente.
PYDME999,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,130,60,Pesquise como utilizar while corretamente.
PYDME1000,Python,Media,Desafio Media de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,267,60,Pesquise como utilizar while corretamente.
PYDDI1,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,478,300,Pesquise como utilizar lista corretamente.
PYDDI2,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,211,120,Pesquise como utilizar for corretamente.
PYDDI3,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,159,30,Pesquise como utilizar lista corretamente.
PYDDI4,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,257,120,Pesquise como utilizar if corretamente.
PYDDI5,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'while' em Python.,Demonstrar uso de while,while,445,300,Pesquise como utilizar while corretamente.
PYDDI6,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,497,30,Pesquise como utilizar print corretamente.
PYDDI7,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,405,60,Pesquise como utilizar dicionario corretamente.
PYDDI8,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,167,30,Pesquise como utilizar print corretamente.
PYDDI9,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,295,300,Pesquise como utilizar lista corretamente.
PYDDI10,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,347,60,Pesquise como utilizar funcao corretamente.
PYDDI11,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,315,60,Pesquise como utilizar print corretamente.
PYDDI12,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,498,60,Pesquise como utilizar lista corretamente.
PYDDI13,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,114,60,Pesquise como utilizar dicionario corretamente.
PYDDI14,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,310,30,Pesquise como utilizar print corretamente.
PYDDI15,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,325,30,Pesquise como utilizar if corretamente.
PYDDI16,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,318,30,Pesquise como utilizar for corretamente.
PYDDI17,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'for' em Python.,Demonstrar uso de for,for,183,120,Pesquise como utilizar for corretamente.
PYDDI18,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,119,60,Pesquise como utilizar lista corretamente.
PYDDI19,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,268,300,Pesquise como utilizar print corretamente.
PYDDI20,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'dicionario' em Python.,Demonstrar uso de dicionario,dicionario,479,60,Pesquise como utilizar dicionario corretamente.
PYDDI21,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'if' em Python.,Demonstrar uso de if,if,461,60,Pesquise como utilizar if corretamente.
PYDDI22,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,375,30,Pesquise como utilizar funcao corretamente.
PYDDI23,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'lista' em Python.,Demonstrar uso de lista,lista,125,300,Pesquise como utilizar lista corretamente.
PYDDI24,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'print' em Python.,Demonstrar uso de print,print,266,30,Pesquise como utilizar print corretamente.
PYDDI25,Python,Dificil,Desafio Dificil de Python,Crie um exemplo utilizando 'funcao' em Python.,Demonstrar uso de funcao,funcao,439,120,Pesquise como utilizar funcao corretamente.
